,language_pair,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,plain Levenshtein,DNN_logits,MBERT_cos_sim,XLM_cos_sim,label
551,All_languages,Băgara,Bogár,bəɡara,boɡaːr,thrust,Beetle,3,-1.0054718,0.8719136118888855,0.6003695130348206,loan
552,All_languages,Boldijar,Boldizsár,boldiʒar,boldiʒaːr,Boldeijer,Boldizsár,3,-2.1198392000000004,0.9082215428352356,0.7660952210426331,loan
553,All_languages,Carastelec,Kárásztelek,karastelek,kaːraːstɛlɛk,Carastelec,I cast you out,5,0.03641295,0.8583489656448364,0.7428510189056396,loan
554,All_languages,Carei,Károly,karei,kaːroj,whose,Charles,5,-0.6513485999999999,0.8950828313827515,0.5490144491195679,loan
555,All_languages,țel,cél,t͡sel,t͡seːl,goal,Target,2,-1.1161565,0.8761724233627319,0.6071703433990479,loan
556,All_languages,Seleși,Szélesi,seleʃi,seːlɛʃi,Seles,Wide,3,-2.4723995,0.8537531495094299,0.7415941953659058,loan
557,All_languages,Muncaciu,Munkácsy,munkat͡ʃiu,munkaːt͡ʃi,Work,Munkácsy,4,-3.1230957999999998,0.8478643894195557,0.7969173192977905,loan
558,All_languages,Giroc,Gyorok,d͡ʒirok,ɟorok,GIROCULUI,Fast,3,-0.81185454,0.7318755388259888,0.6950114965438843,loan
559,All_languages,Forăști,Forró,forəʃti,forːoː,Forasti,Hot,4,-6.925338000000001,0.8184154629707336,0.7032023668289185,loan
560,All_languages,Răcătău,*Rakató,rəkətəu,*rɒkɒtoː,It was cold,* Loader,6,0.2287507,0.8778285384178162,0.6310199499130249,loan
561,All_languages,Țengheler,Cengellér,t͡senɡeler,t͡sɛnɡɛlːeːr,Țengheler,Cengellér,4,-5.9225449999999995,0.8789768218994141,0.8542241454124451,loan
562,All_languages,Uilac,Újlak,uilak,uːjlɒk,Uilac,I'm new,3,-0.21540225,0.8738428354263306,0.6187309622764587,loan
563,All_languages,Căptălan,Káptalan,kəptəlan,kaːptɒlɒn,Butterbur,Chapter,3,-3.2024746,0.7032644748687744,0.622398316860199,loan
564,All_languages,Sărăuad,Szarvad,sərəuad,sɒrvɒd,Kissing,Deer,4,-1.4389108,0.8179394006729126,0.7113555073738098,loan
565,All_languages,arțag,harcag,art͡saɡ,hɒrt͡sɒɡ,arțag,harcag,2,-6.727375500000001,0.905930995941162,0.7053739428520203,loan
566,All_languages,Indrei,Endre,indrei,ɛndrɛ,Indrei,Change,2,-0.7044904000000001,0.8857799172401428,0.6505435705184937,loan
567,All_languages,foișor,folyosó,foiʃor,fojoʃoː,pavilion,corridor,4,-7.933167,0.8689966201782227,0.5992427468299866,loan
568,All_languages,Cerghid,Cserked,t͡ʃerɡid,t͡ʃɛrkɛd,Cerghid,Circling,4,-2.6424967999999995,0.8422318696975708,0.6466274261474609,loan
569,All_languages,anchois,anchoia,anxɔjs,ɑ̃ʃwaja,anchovy,anchoia,1,-3.6770678,0.9352566599845886,0.7573909163475037,loan
570,All_languages,kropierz,croupière,krɔpjɛʂ,kʀupjə̀ʀ,sprinkle,croupier,4,-2.410269,0.7395271062850952,0.7809368968009949,loan
571,All_languages,genialny,génial,ɡɛɲalnɨ,ʒenjal,brilliant,awesome,3,-5.421389,0.8855924606323242,0.656659722328186,loan
572,All_languages,guwerner,gouverneur,ɡuvɛrnɛr,ɡuvɛʀnœʀ,guwerner,governor,3,0.5933104,0.5176557302474976,0.5512003898620605,loan
573,All_languages,kawior,caviar,kavjɔr,kavjaʀ,caviar,caviar,3,-1.2115823000000001,0.8905171751976013,0.7432384490966797,loan
574,All_languages,bakarat,baccara,bakarat,bakkaʀa,Bakrat,baccarat,3,-5.043028,0.8945358991622925,0.7640835046768188,loan
575,All_languages,propozycja,proposition,prɔpɔzɨt͡sja,pʀɔpɔzisjɔ̃,proposal,proposition,6,-2.048684,0.7270085215568542,0.6131541728973389,loan
576,All_languages,ewaluacja,évaluation,ɛvaluat͡sja,evalɥasjɔ̃,evaluation,Evaluation,6,0.99796325,0.9219475388526917,0.5066921710968018,loan
577,All_languages,angelizm,angélisme,anɡɛlizm,ɑ̃ʒelism,angelism,angelism,3,-1.6162564,0.9137695431709291,0.6887337565422058,loan
578,All_languages,indywidualizacja,individualisation,indɨvidualizat͡sja,ɛ̃dividɥalizasjɔ̃,individualization,individualization,7,-20.8291,0.8359352946281433,0.5592077970504761,loan
579,All_languages,kryptonim,cryptonyme,krɨptɔɲim,kʀiptɔnim,code name,cryptonyme,3,-2.7136521,0.9341593980789183,0.7973636388778687,loan
580,All_languages,fleksja,flexion,flɛksja,flɛksjɔ̃,flex,flexion,4,-2.3425498,0.8642255067825317,0.5323536396026611,loan
581,All_languages,apanaże,apanage,apanaʐɛ,apanaʒ,appanages,prerogative,1,-2.2559937999999997,0.6340453624725342,0.546009361743927,loan
582,All_languages,mediacja,médiation,mɛdjat͡sja,medjasjɔ̃,mediation,mediation,5,-0.18286876,0.6475543379783629,0.6095008254051208,loan
583,All_languages,lokomocja,locomotion,lɔkɔmɔt͡sja,lɔkɔmɔsjɔ̃,locomotion,locomotion,5,0.82392204,0.7821967601776123,0.4527286887168884,loan
584,All_languages,afta,aphte,afta,aft,capable,casualties,3,-1.3926485,0.8767159581184387,0.75236576795578,loan
585,All_languages,pęseta,pincette,pɛ̃sɛta,pɛ̃sɛt,pęseta,tweezers,5,-0.82649785,0.8551480770111084,0.6346766352653503,loan
586,All_languages,oksydacja,oxydation,ɔksɨdat͡sja,ɔɡzidasjɔ̃,oxidation,oxidation,6,-2.439809,0.8820344805717468,0.5355495810508728,loan
587,All_languages,bagnet,baïonnette,baɡnɛt,baiɔnɛt,bayonet,bayonet,5,-4.709662000000001,0.8275458216667175,0.7368597388267517,loan
588,All_languages,animacja,animation,aɲimat͡sja,animasjɔ̃,animation,animation,4,-0.5092367999999999,0.6007140874862671,0.591741681098938,loan
589,All_languages,konwergencja,convergence,kɔnvɛrɡɛnt͡sja,kɔ̃vɛʀʒɑ̃s,convergence,convergence,4,-4.030106,0.9030397534370422,0.5988139510154724,loan
590,All_languages,antrepryza,entreprise,antrɛprɨza,ɑ̃tʀɛpʀiz,contractor,business,4,-3.6523561,0.5457550287246704,0.644923210144043,loan
591,All_languages,aerodynamika,aérodynamique,aɛrɔdɨnamika,aeʀɔdinamik,aerodynamics,aerodynamic,4,-5.176334,0.8912190794944763,0.6617673635482788,loan
592,All_languages,halucynacja,hallucination,xalut͡sɨnat͡sja,alyzinasjɔ̃,hallucination,hallucination,6,-9.078252,0.8428682088851929,0.584906280040741,loan
593,All_languages,ekstrawagancki,extravagant,ɛkstravaɡant͡skʲi,ɛkstʀavaɡɑ̃,extravagant,extravagant,6,-9.899543,0.9128329157829284,0.8281026482582092,loan
594,All_languages,autarkizm,autarcisme,aftarkʲizm,otaʀsism,autarkizm,self-sufficiency,3,-4.864755000000001,0.9477431774139404,0.8727802038192749,loan
595,All_languages,apel,appel,apɛl,apəl,call,appel,1,-2.1384914,0.8617586493492126,0.7482293248176575,loan
596,All_languages,systematyczny,systématique,sɨstɛmatɨt͡ʂnɨ,sistematik,systematic,systematic,6,-3.6282160000000006,0.808005154132843,0.6088220477104187,loan
597,All_languages,wolontariat,volontariat,vɔlɔntarjat,vɔlɔ̃taʀja,volunteering,volunteering,1,-4.4991727,0.9026673436164856,0.8046844005584717,loan
598,All_languages,masturbacja,masturbation,masturbat͡sja,mastyʀbasjɔ̃,masturbation,masturbation,4,0.17282495,0.9037163853645324,0.5938548445701599,loan
599,All_languages,aneroid,anéroïde,anɛrɔjt,aneʀoid,aneroid,aneroid,3,-4.0191464,0.9081220626831056,0.7297747731208801,loan
600,All_languages,hazard,hasart,xazart,azaʀ,hazard,hasart,2,-1.5324861,0.7153877019882202,0.8108855485916138,loan
601,All_languages,dyżur,de jour,dɨʐur,də ʒuʀ,duty,by day,4,-2.2540631,0.7731675505638123,0.6232081055641174,loan
602,All_languages,bibliofil,bibliophile,bibljɔfil,bibljɔfil,bibliophile,bibliophile,3,-1.5398898,0.948150873184204,0.7624329328536987,loan
603,All_languages,pąs,ponceau,pɔ̃s,pɔ̃so,crimson,culvert,6,-1.9554042,0.833145260810852,0.6422306299209595,loan
604,All_languages,predyspozycja,prédisposition,prɛdɨspɔzɨt͡sja,pʀedispɔzisjɔ̃,predisposition,predisposition,8,-1.2356846000000001,0.8239149451255798,0.6505640745162964,loan
605,All_languages,kompania,compagnie,kɔmpaɲa,kɔ̃paɲi,company,compagnie,3,-2.5706813,0.8300849795341492,0.7971935272216797,loan
606,All_languages,trema,tréma,trɛma,tʀema,trembles,tremor,1,-1.7244998,0.8751898407936096,0.9136314988136292,loan
607,All_languages,echolalia,écholalie,ɛxɔlalja,eʃɔlali,echolalia,echolalia,2,-3.2327828,0.9251245856285096,0.8035405874252319,loan
608,All_languages,asfalt,asphalte,asfalt,asfalt,asphalt,asphalt,3,-0.8097816,0.7511257529258728,0.6283206343650818,loan
609,All_languages,ekwiwalent,équivalent,ɛkfivalɛnt,ekivalɑ̃,equivalent,equivalent,4,-6.835399000000001,0.7566403150558472,0.5660192966461182,loan
610,All_languages,aluzja,allusion,aluzja,alysjɔ̃,allusion,allusion,5,-3.9497802,0.8296096920967102,0.4739902317523956,loan
611,All_languages,profilaktyka,prophylactique,prɔfilaktɨka,pʀɔfilaktik,prevention,prophylactic,8,-2.356146,0.8391481041908264,0.5876356959342957,loan
612,All_languages,dubler,doblier,dublɛr,dɔbljəʀ,dubler,doblier,2,-4.350349,0.9085177183151244,0.7612987756729126,loan
613,All_languages,szamot,chamotte,ʂamɔt,ʃamɔt,fireclay,chamotte,4,-0.36470187,0.8651084303855896,0.5633001923561096,loan
614,All_languages,irytacja,irritation,irɨtat͡sja,iʀʀitasjɔ̃,irritation,irritation,6,-2.5897918,0.6356946229934692,0.5195640325546265,loan
615,All_languages,patrol,patrouille,patrɔl,patʀujl,patrol,patrol,4,-2.0066441999999998,0.3729902505874634,0.8438720107078552,loan
616,All_languages,anestetyk,anesthésique,anɛstɛtɨk,anɛstezik,anesthetic,anesthetic,7,-8.899564,0.9034050107002258,0.6454052329063416,loan
617,All_languages,sceptyk,sceptique,st͡sɛptɨk,sɛptik,skeptic,skeptical,4,-4.645246,0.8647743463516235,0.888449490070343,loan
618,All_languages,satyr,satyre,satɨr,satiʀ,satyr,Satyr,1,-0.8515798000000001,0.8973603844642639,0.6189257502555847,loan
619,All_languages,socjalizm,socialisme,sɔt͡sjalizm,sɔsjalism,socialism,socialism,3,-0.37911516,0.8430042266845703,0.7319188117980957,loan
620,All_languages,jury,ajurie,jurɨ,aʒyʀi,jury,ajurie,3,-8.526717,0.4082968235015869,0.6915305852890015,loan
621,All_languages,konkretny,concret,kɔnkrɛtnɨ,kɔ̃kʀɛ,specific,concrete,4,-0.6313131,0.8393978476524353,0.6669573187828064,loan
622,All_languages,styl,style,stɨl,stil,style,style,1,-2.6337667000000002,0.7596959471702576,0.8888748288154602,loan
623,All_languages,gala,gala,ɡala,ɡala,gala,gala,0,-3.1229215,0.999999463558197,1.0,loan
624,All_languages,blagier,blagueur,blaɡʲɛr,blaɡɥœʀ,blissier,joker,2,-2.4214408,0.9268727302551271,0.7185918688774109,loan
625,All_languages,karmel,caramel,karmɛl,kaʀaməl,caramel,caramel,2,-3.1296873,0.8632940649986267,0.7711106538772583,loan
626,All_languages,polonez,danse polonaise,pɔlɔnɛs,dɑ̃sə pɔlɔnɛz,Polish,polish dance,10,-16.720232,0.7928113341331482,0.6639278531074524,loan
627,All_languages,kwestionować,questionner,kfɛstjɔnɔvat͡ɕ,kɛssjɔnəʀ,question,to question,6,-3.7697453000000003,0.6536751985549927,0.6352081894874573,loan
628,All_languages,mastektomia,mastectomie,mastɛktɔmja,mastɛktɔmi,mastectomy,mastectomy,2,-4.4166965,0.9557276368141174,0.8903682231903076,loan
629,All_languages,arszenik,arsenic,arʂɛɲik,aʀsənik,arsenic,arsenic,2,-2.0879698,0.7891939282417297,0.6282487511634827,loan
630,All_languages,typ,type,tɨp,tip,typ,type,1,-1.3004879999999999,0.7344508171081543,0.8434804081916809,loan
631,All_languages,paroksyzm,paroxysme,parɔksɨzm,paʀɔɡzism,paroxysm,climax,4,-2.0345888,0.90675950050354,0.9048957824707032,loan
632,All_languages,plener,en plein air,plɛnɛr,ən pləin ɛʀ,outdoor,en plein air,7,-20.073717000000002,0.8207429647445679,0.6980719566345215,loan
633,All_languages,dewolaj,de volaille,dɛvɔlaj,də vɔlel,dewolaj,Poultry,6,-2.4807923,0.8659291863441467,0.4588294923305512,loan
634,All_languages,ekwipować,équiper,ɛkfipɔvat͡ɕ,ekipəʀ,equip,equip,7,-0.7037708,0.883571445941925,0.5443143248558044,loan
635,All_languages,percepcja,perception,pɛrt͡sɛpt͡sja,pɛʀsɛpsjɔ̃,perception,perception,4,-0.14541544,0.5995874404907227,0.7427191734313965,loan
636,All_languages,hala,halle,xala,al,hala,halle,2,-5.8813825,0.7976313233375549,0.8108232617378235,loan
637,All_languages,alienacja,aliénation,aljɛnat͡sja,aljenasjɔ̃,alienation,alienation,5,-0.7829778000000001,0.7081317305564879,0.5911329984664917,loan
638,All_languages,omlet,omelette,ɔmlɛt,ɔməlɛt,omelette,omelette,3,-2.928186,0.8950175046920776,0.7814937233924866,loan
639,All_languages,cykl,cycle,t͡sɨkl,sikl,cycle,cycle,2,-1.5889886999999998,0.6909549236297607,0.8075171113014221,loan
640,All_languages,optymizm,optimisme,ɔptɨmizm,ɔptimism,optimism,optimism,3,-0.86796594,0.9417250752449036,0.7862600684165955,loan
641,All_languages,wizjoner,visionnaire,vizjɔnɛr,visjɔnɛʀ,visionary,visionary,7,-1.0745748,0.7935017347335815,0.7997690439224243,loan
642,All_languages,es,est,əs,ɛst,es,is,1,-1.7961324,0.8440921902656555,0.6064831018447876,loan
643,All_languages,necis,netjes,nət͡ɕis,nɛtjɛs,najis,decently,3,-2.161845,0.7670798301696777,0.7837244272232056,loan
644,All_languages,internasional,internationaal,intərnasional,ɪntɛrnaːtɪoːnaːl,international,international,2,-5.740406500000001,0.8949345350265503,0.7107369899749756,loan
645,All_languages,fasisme,fascisme,fasismə,fɑssɪsmeː,fascism,fascism,1,-2.714305,0.9026588797569276,0.8674349188804626,loan
646,All_languages,krisantemum,chrysanthemum,krisantəmum,xrjsɑnteːmʏm,chrysanthemum,chrysanthemum,4,-7.4914125999999985,0.8330731987953186,0.7121462225914001,loan
647,All_languages,asimilasi,assimilatie,asimilasi,ɑssiːmɪlaːtiːeː,assimilation,assimilation,3,-3.8375926,0.8951439261436462,0.7497233748435974,loan
648,All_languages,agen,agent,aɡən,aːɣɛnt,agen,agent,1,-3.253734,0.6130128502845764,0.6106234192848206,loan
649,All_languages,begandering,vergadering,bəɡandəriŋ,vɛrɣaːdeːrɪnx,change,meeting,3,-6.9896936,0.6379443407058716,0.7056930065155029,loan
650,All_languages,aliase,alliage,aliasə,ɑjɪaːɣeː,alias,alloy,2,-0.9270809000000001,0.8952292203903198,0.7581096887588501,loan
651,All_languages,aloi,allooi,aloi,ɑjoːjiː,alloy,alloy,2,-1.9279468999999998,0.9679501056671144,0.803210973739624,loan
652,All_languages,sengkel,schenkel,səŋkəl,sxɛnkɛl,sengkel,leg,3,-6.320463,0.9289207458496094,0.6411879658699036,loan
653,All_languages,kres,kruis,krəs,krœɥs,end,cross,2,-1.6233692,0.8186010122299194,0.6835117936134338,loan
654,All_languages,fungsionaris,functionaris,fuŋsionaris,fʏnctɪoːnaːrɪs,functionary,officer,2,-3.8142827000000006,0.8988239169120789,0.8089221119880676,loan
655,All_languages,dobel,dubbel,dobəl,dʏpbɛl,double,double,2,-2.9485099999999997,0.685560405254364,0.6899475455284119,loan
656,All_languages,heregistrasi,herregistratie,hərəɡistrasi,hɛrreːɣɪstraːtiːeː,registration,re-registration,3,-1.4985657,0.913191556930542,0.643818199634552,loan
657,All_languages,ateret,achteruit,atərət,ɑxteːrœɥt,ateret,backwards,4,-1.3551215,0.5065993666648865,0.6170355677604675,loan
658,All_languages,puisi,poëzie,puisi,puː̈ziːeː,poetry,poetry,4,-10.659998,0.8547708988189697,0.8152204751968384,loan
659,All_languages,Albania,Albanië,albania,ɑlbaːniː̈,Albania,Albania,1,-5.7121,0.7877479195594788,0.8075387477874756,loan
660,All_languages,spekulan,speculant,spəkulan,spɛcyːlɑnt,speculators,speculate,2,-1.104838,0.9423242807388306,0.6955723762512207,loan
661,All_languages,prestisius,prestigieus,prəstisius,prɛstiːɣiːʏs,prestigious,prestigious,2,-1.9021767,0.8651908040046692,0.6979501247406006,loan
662,All_languages,baterai,batterij,batərai,bɑtteːrɛj,battery,battery,3,-0.7215603,0.8556721806526184,0.7322421073913574,loan
663,All_languages,komunal,communaal,komunal,cɔmmyːnaːl,municipal,communaal,3,-1.6772580000000001,0.9170719981193542,0.824050784111023,loan
664,All_languages,abiturien,abituriënt,abituriən,aːbiːtyːriː̈nt,high school,apprentice,2,-2.8648765,0.9461299180984496,0.6201506853103638,loan
665,All_languages,beredel,breidel,bərədəl,prɛjɪdɛl,beredel,breidel,2,-4.714338,0.8740547299385071,0.8550001978874207,loan
666,All_languages,inovasi,innovatie,inofasi,ɪnnoːvaːtiːeː,innovation,innovation,3,-0.5599344,0.9495255351066588,0.6966415047645569,loan
667,All_languages,pelopor,voorloper,pəlopor,voːrloːpɛr,pioneer,forerunner,5,-2.2079659,0.8718546628952026,0.6830178499221802,loan
668,All_languages,geripir,griffier,ɡəripir,xrɪffiːr,geripir,clerk,4,-0.30638486,0.8246141076087952,0.6786851286888123,loan
669,All_languages,partai,partij,partai,pɑrtɛj,party,side,2,-2.5807444999999998,0.8721908330917358,0.8681111931800842,loan
670,All_languages,ide,idee,idə,iːdeːeː,ide,idea,1,-1.7555266999999999,0.7636700868606567,0.736928403377533,loan
671,All_languages,pas,passen,pas,pɑssɛn,not,fit,3,0.12094860000000002,0.7358920574188232,0.5978195071220398,loan
672,All_languages,spesialis,specialist,spəsialis,speːsɪaːlɪst,specialist,specialist,2,-0.20812203,0.3669171333312988,0.7719421982765198,loan
673,All_languages,koefisien,coëfficiënt,koəfisiən,cuː̈ffiːsiː̈nt,coefficient,coefficient,6,-4.194743,0.8676466345787048,0.5452319979667664,loan
674,All_languages,autobiografis,autobiografisch,autobioɡrafis,awʏtoːbɪɔxraːfɪs,autobiography,autobiographical,2,-15.583433,0.911569893360138,0.8007332086563109,loan
675,All_languages,bisnis,business,bisnis,byːsiːnɛss,business,business,4,-9.073786,0.8289358019828796,0.7820357084274292,loan
676,All_languages,adhesi,adhesie,adhəsi,aːteːsiːeː,adhesion,adhesion,1,-2.9514978,0.9056335687637328,0.6507495045661926,loan
677,All_languages,etanol,ethanol,ətanol,eːtaːnɔl,ethanol,ethanol,1,-1.5724111,0.9123191833496094,0.7514880299568176,loan
678,All_languages,klerek,klerk,klərək,klɛrk,klerek,klerk,1,-5.935111,0.8350954055786133,0.7894445061683655,loan
679,All_languages,bros,broche,bros,proːxeː,bros,brooch,3,-1.0951167,0.9404569268226624,0.7658911943435669,loan
680,All_languages,anarkistis,anarchistich,anarkistis,aːnɑrxɪstɪx,anarchistic,anarchistich,4,-1.6550200000000002,0.925022542476654,0.5996780395507812,loan
681,All_languages,tonil,toneel,tonil,toːneːl,tonil,scene,2,-1.8477095000000001,0.8626574277877808,0.839727520942688,loan
682,All_languages,Afganistan,Afghanistan,afɡanistan,ɑfxhaːnɪstɑn,Afghanistan,Afghanistan,1,-9.449056,0.8464546203613281,0.8825667500495911,loan
683,All_languages,sifon,chiffon,sifon,xɪffɔn,chiffon,chiffon,3,-4.114453299999999,0.8371567726135254,0.8332584500312805,loan
684,All_languages,anfal,aanval,anfal,aːnvɑl,anfal,attack,2,-0.77350587,0.7311393022537231,0.5385196805000305,loan
685,All_languages,aberasi,aberratie,abərasi,aːbɛrraːtiːeː,aberration,aberration,3,-1.482055,0.9247129559516908,0.7089464068412781,loan
686,All_languages,perkedel,frikadel,pərkədəl,friːkaːdɛl,cakes,frikadel,4,-3.4884398,0.9535399079322816,0.7113274335861206,loan
687,All_languages,asociaționism,associationnisme,asot͡ʃiat͡sionism,asɔsjasjɔnism,associationism,associationism,4,-1.6723596,0.8858034014701843,0.7788956761360168,loan
688,All_languages,completiv,complétive,kompletiv,kɔ̃pletiv,completiv,complementary,2,-2.6601279,0.854559600353241,0.7088190317153931,loan
689,All_languages,sincronie,synchronie,sinkronie,sɛ̃ʃʀɔni,synchrony,synchrony,2,-4.343191,0.9092132449150084,0.8222527503967285,loan
690,All_languages,trianglu,triangle,trianɡlu,tʀjɑ̃ɡlə,trianglu,triangle,1,-0.85521626,0.6700655817985535,0.7115052938461304,loan
691,All_languages,uzurpa,usurper,uzurpa,yzyʀpəʀ,usurp,usurper,3,-1.6475369,0.8709677457809448,0.7055783271789551,loan
692,All_languages,adoptiv,adoptif,adoptiv,adɔptif,adoptive,adoptive,1,-2.2083776000000004,0.9298520684242249,0.8831050992012024,loan
693,All_languages,hamac,hamac,hamak,amak,hammock,hammock,0,-3.0750330000000003,1.0,1.0,loan
694,All_languages,cistoscopie,cystoscopie,t͡ʃistoskopie,sistɔskɔpi,cystoscopy,cystoscopie,1,-2.400744,0.9028621315956116,0.7177456617355347,loan
695,All_languages,arhitectură,architecture,arhitekturə,aʀʃitɛktyʀ,architecture,architecture,2,-1.1948436000000002,0.6568461060523987,0.7713601589202881,loan
696,All_languages,chenopodiacee,chénopodiacée,kenopodiat͡ʃee,ʃenɔpɔdjaze,chenopodiacee,chenopodiaceae,2,-0.9453403,0.8887090086936951,0.6473926901817322,loan
697,All_languages,intradermic,intradermique,intradermik,ɛ̃tʀadɛʀmik,intradermic,intradermal,3,-1.8306692999999998,0.8614000678062439,0.7221750020980835,loan
698,All_languages,apertură,aperture,aperturə,apɛʀtyʀ,aperture,aperture,1,-1.5978051000000002,0.951135754585266,0.7005665302276611,loan
699,All_languages,institut,īnstitūtum,institut,īnstitȳtœ̃,institut,institute,4,-8.57271,0.7275227308273315,0.6030588746070862,loan
700,All_languages,imemorial,immémorial,imemorial,ɛmemɔʀjal,immemorial,immemorial,2,-2.3442657000000002,0.9396941065788268,0.8591669797897339,loan
701,All_languages,perinevrită,périnévrite,perinevritə,peʀinevʀit,perineuritis,perineuritis,3,0.16709079,0.8419944643974304,0.5420536398887634,loan
702,All_languages,meliorativ,mélioratif,meliorativ,meljɔʀatif,reclamation,ameliorative,2,-3.1911302000000004,0.9264846444129944,0.7386849522590637,loan
703,All_languages,transpirație,transpiration,transpirat͡sie,tʀɑ̃spiʀasjɔ̃,sweating,transpiration,3,-0.3002072,0.90518981218338,0.6498891711235046,loan
704,All_languages,generație,génération,d͡ʒenerat͡sie,ʒeneʀasjɔ̃,generation,generation,5,-1.0545822,0.8905397057533264,0.6210378408432007,loan
705,All_languages,încastelură,encastelure,ɨnkastelurə,ɑ̃kastəlyʀ,castle,recessed,2,-2.7270397999999996,0.8934556245803833,0.6275588274002075,loan
706,All_languages,torid,torride,torid,tɔʀʀid,break,torrid,2,-2.3346042999999996,0.9238628149032592,0.7885668277740479,loan
707,All_languages,parhelic,parhélique,parhelik,paʀelik,parhelic,parhelic,4,-2.3558712,0.9163688421249391,0.6337371468544006,loan
708,All_languages,homeomorfism,homéomorphisme,homeomorfism,ɔmeɔmɔʀfism,homeomorfism,homeomorphism,4,-2.4587533,0.9115378856658936,0.7915924191474915,loan
709,All_languages,incarna,incarner,inkarna,ɛ̃kaʀnəʀ,embodies,embody,2,-3.1923127,0.8700113892555237,0.630297839641571,loan
710,All_languages,cartă,charte,kartə,ʃaʀt,charter,charter,2,-1.661045,0.8377775549888611,0.7388637661933899,loan
711,All_languages,gera,gérer,d͡ʒera,ʒeʀəʀ,gera,manage,3,-1.2906879999999998,0.8237819671630859,0.6520729064941406,loan
712,All_languages,ascomicetă,ascomycète,askomit͡ʃetə,askɔmizə̀t,ascomycete,ascomycète,3,-1.7988226000000003,0.9101260900497437,0.6510183215141296,loan
713,All_languages,lacrimogen,lacrymogène,lakrimod͡ʒen,lakʀimɔʒə̀n,lachrymatory,tear gas,3,-0.12636173,0.9371379017829896,0.6206398606300354,loan
714,All_languages,dramatiza,dramatiser,dramatiza,dʀamatizəʀ,dramatize,dramatize,3,-3.1476745999999998,0.93369060754776,0.8229215145111084,loan
715,All_languages,decister,décistère,det͡ʃister,dezistə̀ʀ,decister,décistère,3,-0.913501,0.9201461672782898,0.7136763334274292,loan
716,All_languages,artificial,artificiel,artifit͡ʃial,aʀtifisjəl,artificial,artificial,1,-2.2752352000000005,0.7232906818389893,0.6885155439376831,loan
717,All_languages,xerofag,xérophage,kserofaɡ,ɡzeʀɔfaʒ,xerophage,xérophage,4,-1.9386883999999998,0.8861576318740845,0.7680203914642334,loan
718,All_languages,amilază,amylase,amilazə,amilaz,amylase,amylase,3,-0.62116146,0.8514081835746765,0.6394403576850891,loan
719,All_languages,ablepsie,ablépsie,ablepsie,ablepsi,ablepsie,ablepsy,1,-1.8080113000000002,0.9451872706413268,0.8899279236793518,loan
720,All_languages,calificabil,qualifiable,kalifikabil,kalifjabl,qualified,qualifiable,5,-2.0713049999999997,0.8669677376747131,0.6556025743484497,loan
721,All_languages,palisandru,palissandre,palisandru,palisɑ̃dʀ,rosewood,rosewood,2,-1.4073856000000002,0.8986790180206299,0.8302505016326904,loan
722,All_languages,stres,destrecier,stres,dɛstʀɛsjəʀ,stress,unshrink,6,-19.95399,0.7656774520874023,0.7225762009620667,loan
723,All_languages,alarma,alarmer,alarma,alaʀməʀ,alarm,alarms,2,-4.162946,0.9243773818016052,0.8462094068527222,loan
724,All_languages,insalubru,insalubre,insalubru,ɛ̃salybʀ,unhealthy,unhealthy,1,-3.6210458,0.9273825287818908,0.8692553043365479,loan
725,All_languages,abietacee,abiétacée,abietat͡ʃee,abjetaze,abietacee,abietaceous,2,-2.8376873,0.9167320132255554,0.7433120608329773,loan
726,All_languages,dig,diguer,diɡ,diɡʀ,dig,diguer,3,-1.7256011000000002,0.9185982346534728,0.6955605745315552,loan
727,All_languages,seroreacție,séro-réaction,seroreakt͡sie,seʀɔ-ʀeaksjɔ̃,seroreaction,sero-reaction,6,-0.97868145,0.9369019269943236,0.5920858979225159,loan
728,All_languages,handbal,handball,handbal,ɑ̃dbal,handball,handball,1,-5.937268700000001,0.7483144998550415,0.888968288898468,loan
729,All_languages,inactualitate,inactualité,inaktualitate,inaktɥalite,out of date,irrelevant,3,-1.278094,0.9360748529434204,0.8419392704963684,loan
730,All_languages,meningocel,méningocèle,meninɡot͡ʃel,menɛ̃ɡɔzə̀l,meningocele,meningocele,3,-2.2755287,0.8522757887840271,0.7924727201461792,loan
731,All_languages,sifilom,syphilôme,sifilom,sifilom,syphilome,syphiloma,5,-0.29935753,0.8757705092430115,0.7028794288635254,loan
732,All_languages,electroencefalogramă,électro-encéphalogramme,elektroent͡ʃefaloɡramə,elɛktʀɔ-ɑ̃sefalɔɡʀɑm,electroencephalogram,electroencephalogram,7,-29.093473,0.9100641012191772,0.7526100873947144,loan
733,All_languages,fofila,faufiler,fofila,fofiləʀ,fofila,faufiler,4,-1.2484995,0.9056493639945984,0.7387573719024658,loan
734,All_languages,irecuzabil,irrécusable,irekuzabil,iʀʀekyzabl,irrecusable,irrefutable,5,-11.785316,0.8597154021263123,0.6887122392654419,loan
735,All_languages,translucid,translucide,translut͡ʃid,tʀɑ̃slyzid,translucent,translucent,1,-1.7183083,0.961751401424408,0.8819016814231873,loan
736,All_languages,araucan,araucan,araukan,aʀokɑ̃,araucan,araucan,0,-3.169778,1.0,1.0,loan
